Date,open,high,low,close,adj_close,volume,ticker,Daily_Return_adj
1/1/1996,14.63824844,14.71679497,14.54185009,14.69180298,9.302440643,52060684.0,RELIANCE.NS,
1/2/1996,14.65610027,14.72750568,14.47044373,14.5775528,9.230103493,84371654.0,RELIANCE.NS,-0.7776147440879844
1/3/1996,14.81676292,15.4915514,14.65610027,14.68823242,9.300181389,104661939.0,RELIANCE.NS,0.7592319636843481
1/4/1996,14.5489912,14.59540367,14.35619354,14.55256081,9.214280128,108450132.0,RELIANCE.NS,-0.9236514580414745
1/5/1996,14.49543571,14.49543571,14.32763195,14.4525919,9.150981903,83354233.0,RELIANCE.NS,-0.6869578970977064
1/8/1996,14.4240303,14.43474102,13.73139095,13.87420273,8.784761429,93487122.0,RELIANCE.NS,-4.001980092212188
1/9/1996,13.46361828,13.70996857,13.01375961,13.47432899,8.531570435,194383277.0,RELIANCE.NS,-2.8821612976781874
1/10/1996,13.21012592,13.52788258,13.06731415,13.12800884,8.312292099,138303327.0,RELIANCE.NS,-2.5701989765029687
1/11/1996,12.99590778,13.60286045,12.97805691,13.53859425,8.572262764,204822863.0,RELIANCE.NS,3.127544868536014
1/12/1996,13.63856316,13.74210167,13.30652523,13.39578247,8.48183918,187343962.0,RELIANCE.NS,-1.0548391537849477
1/15/1996,13.35650921,13.42434502,13.18156433,13.2565403,8.393676758,99990769.0,RELIANCE.NS,-1.039425767560942
1/16/1996,13.21012592,13.3529377,13.16728306,13.28153229,8.409500122,108623786.0,RELIANCE.NS,0.18851528902301684
1/17/1996,13.21012592,13.22797775,12.64244843,12.7531271,8.074925423,149814950.0,RELIANCE.NS,-3.9785325423175144
1/18/1996,12.42823029,12.63173676,12.26756573,12.39966679,7.85112524,188751405.0,RELIANCE.NS,-2.7715448908363194
1/19/1996,12.22829342,12.38181591,12.09976196,12.18187904,7.713228226,162267670.0,RELIANCE.NS,-1.7563980930713097
1/22/1996,12.22115231,12.54961967,12.21044064,12.38895607,7.844345093,169306985.0,RELIANCE.NS,1.6998961155852754
1/23/1996,12.43179989,12.48535442,11.2107563,11.86412239,7.512034416,177459651.0,RELIANCE.NS,-4.236308742925421
1/24/1996,11.76058292,11.83198929,11.28216171,11.45710659,7.254323006,175592863.0,RELIANCE.NS,-3.4306473550107297
1/25/1996,11.4321146,11.48209858,10.90727997,10.97511578,6.949138165,180427885.0,RELIANCE.NS,-4.206937583942483
1/26/1996,10.97511578,10.97511578,10.97511578,10.97511578,6.949138165,0.0,RELIANCE.NS,0.0
1/29/1996,10.92513084,11.94266796,10.85729599,11.83912945,7.496208668,326451143.0,RELIANCE.NS,7.872494257710594
1/30/1996,12.21044064,13.49575138,12.03192616,12.90307999,8.169873238,530968010.0,RELIANCE.NS,8.986737160556313
1/31/1996,12.78168964,13.26368141,12.29969883,12.62102604,7.99128294,365780421.0,RELIANCE.NS,-2.1859616764839607
2/1/1996,12.49606514,13.21012592,12.46036243,13.12800884,8.312292099,320211479.0,RELIANCE.NS,4.016991532025527
2/2/1996,13.4778986,14.70965385,13.4778986,14.55256081,9.214280128,409362837.0,RELIANCE.NS,10.851255204428067
2/5/1996,15.35230923,16.08065033,14.89173985,15.76289368,9.980626106,611241274.0,RELIANCE.NS,8.31693813683021
2/6/1996,16.14134598,16.42340088,14.10984325,14.44188118,9.144201279,621157795.0,RELIANCE.NS,-8.380484531898968
2/7/1996,13.64213276,14.85246563,13.49932098,14.70965385,9.313745499,447720910.0,RELIANCE.NS,1.8541173233944885
2/8/1996,14.85960674,16.25559616,14.70965385,15.99496365,10.12756824,410826998.0,RELIANCE.NS,8.737867500109164
2/9/1996,16.56621361,17.28027344,16.00210381,16.92324257,10.71533108,497220188.0,RELIANCE.NS,5.803592985713624
2/12/1996,16.49480629,16.78043175,15.63793278,15.86286259,10.04392338,485799594.0,RELIANCE.NS,-6.265860522528987
2/13/1996,15.70933914,17.43379784,15.57366753,16.8161335,10.64750957,509517459.0,RELIANCE.NS,6.009466292842225
2/14/1996,17.24456978,17.49092102,16.69831467,16.82684517,10.65429306,311229752.0,RELIANCE.NS,0.06370963984960731
2/15/1996,16.42340088,16.95894623,16.28058815,16.55907249,10.48474503,349568218.0,RELIANCE.NS,-1.5913587982345323
2/16/1996,16.28058815,16.44125175,16.14134598,16.26630783,10.29937363,247823396.0,RELIANCE.NS,-1.7680105664906076
2/19/1996,16.56621361,16.79471207,16.33414268,16.43054008,10.40336132,259115850.0,RELIANCE.NS,1.0096506228020052
2/20/1996,16.42340088,16.49123573,15.35230923,15.56295681,9.85403347,319565876.0,RELIANCE.NS,-5.280291947026228
2/21/1996,15.56295681,15.56295681,15.56295681,15.56295681,9.85403347,0.0,RELIANCE.NS,0.0
2/22/1996,15.92355824,16.49480629,15.78431606,16.38412666,10.37397671,306779151.0,RELIANCE.NS,5.276450923197462
2/23/1996,16.35199356,16.38769722,15.93783855,16.20918274,10.26320648,273047435.0,RELIANCE.NS,-1.0677701820288932
2/26/1996,16.38769722,16.72687531,16.14134598,16.24488449,10.28580952,272480257.0,RELIANCE.NS,0.22023370614290272
2/27/1996,16.33771324,16.42340088,15.78431606,16.0592289,10.16825771,271245768.0,RELIANCE.NS,-1.142854237884039
2/28/1996,16.36984634,16.55193138,16.10207367,16.13777542,10.21799183,213913124.0,RELIANCE.NS,0.489111521545027
2/29/1996,15.99496365,16.05208969,15.03098202,15.12738037,9.578239441,348949223.0,RELIANCE.NS,-6.26103836882791
3/1/1996,15.24520016,15.43799591,14.89173985,15.21306705,9.632492065,361586101.0,RELIANCE.NS,0.5664154079064954
3/4/1996,15.28090286,15.35230923,14.88102913,15.05597401,9.533025742,336703769.0,RELIANCE.NS,-1.0326125609946168
3/5/1996,15.05597401,15.05597401,15.05597401,15.05597401,9.533025742,0.0,RELIANCE.NS,0.0
3/6/1996,15.31660557,15.69505787,15.18093395,15.59151936,9.872117043,271927783.0,RELIANCE.NS,3.5570165252575947
3/7/1996,15.80930805,16.08422089,15.65578461,15.73076057,9.960279465,427205153.0,RELIANCE.NS,0.8930447402111463
3/8/1996,15.53082371,15.70933914,15.33445835,15.64864445,9.908285141,323413587.0,RELIANCE.NS,-0.522016718333107
3/11/1996,15.42371464,15.7450428,15.36301994,15.69862938,9.939935684,315545910.0,RELIANCE.NS,0.31943512474252866
3/12/1996,15.67363644,16.99464989,15.60223007,16.50551605,10.45083427,401505664.0,RELIANCE.NS,5.139858065906577
3/13/1996,16.06637001,16.29844093,15.87000275,16.22346306,10.27224636,288857711.0,RELIANCE.NS,-1.7088387911063818
3/14/1996,16.20918274,16.38055611,16.10207367,16.2198925,10.2699852,298805742.0,RELIANCE.NS,-0.0220123225315616
3/15/1996,16.13420677,16.18419075,15.56652737,15.68791771,9.93315506,311222050.0,RELIANCE.NS,-3.279752925057766
3/18/1996,15.5272541,15.56652737,14.91673183,14.97385693,9.481030464,333659911.0,RELIANCE.NS,-4.5516715813756825
3/19/1996,14.92387199,15.19521618,13.74567223,14.05271816,8.897791862,518646232.0,RELIANCE.NS,-6.151637253087516
3/20/1996,14.05271816,14.05271816,14.05271816,14.05271816,8.897791862,0.0,RELIANCE.NS,0.0
3/21/1996,14.63824844,15.21663666,14.63824844,15.05954361,9.535286903,335229806.0,RELIANCE.NS,7.164643215836097
3/22/1996,14.77748966,14.77748966,14.17410946,14.44902229,9.148719788,337412392.0,RELIANCE.NS,-4.05406904828819
3/25/1996,14.63467789,14.71679497,14.15625668,14.36333466,9.094465256,228583441.0,RELIANCE.NS,-0.5930286778611737
3/26/1996,14.28121758,14.56684208,13.81707764,14.27050686,9.035690308,266190177.0,RELIANCE.NS,-0.6462716206565688
3/27/1996,14.78106022,14.9917078,14.71322536,14.77748966,9.356697083,188614862.0,RELIANCE.NS,3.5526535777326007
3/28/1996,14.81676292,15.04526329,14.76677895,14.97028637,9.478770256,179704557.0,RELIANCE.NS,1.304660949447567
3/29/1996,14.95243454,15.04883289,14.72393513,14.77034855,9.352174759,162979093.0,RELIANCE.NS,-1.3355687877324218
4/1/1996,14.83461475,14.95957565,14.70965385,14.90959072,9.440339088,123754849.0,RELIANCE.NS,0.9427147296959593
4/2/1996,14.94172382,15.13809109,14.79891205,14.94886494,9.4652071,183712619.0,RELIANCE.NS,0.26342286826974703
4/3/1996,15.28447342,15.45227814,15.03812218,15.07382488,9.544327736,148516042.0,RELIANCE.NS,0.8359102464857715
4/4/1996,14.92387199,14.94529438,14.73821735,14.8953104,9.431297302,120920356.0,RELIANCE.NS,-1.1842681551437306
4/5/1996,14.8953104,14.8953104,14.8953104,14.8953104,9.431297302,0.0,RELIANCE.NS,0.0
4/8/1996,15.0845356,15.22377777,14.9881382,15.14523125,9.589541435,114054696.0,RELIANCE.NS,1.6778617822432729
4/9/1996,15.33445835,15.50940228,15.0845356,15.16308308,9.600844383,160092085.0,RELIANCE.NS,0.11786745045749836
4/10/1996,15.35230923,15.42014503,15.09524727,15.15594196,9.596321106,142551564.0,RELIANCE.NS,-0.04711332482391084
4/11/1996,15.01313019,15.10238838,14.91316223,14.99884892,9.496856689,108242166.0,RELIANCE.NS,-1.036484876874444
4/12/1996,14.99884892,15.53082371,14.93101311,15.40943432,9.756827354,170554078.0,RELIANCE.NS,2.7374390655080516
4/15/1996,15.70933914,16.11992455,15.67720699,15.80573845,10.00775719,238306001.0,RELIANCE.NS,2.5718384357505952
4/16/1996,15.85215187,16.04851723,15.70933914,15.84144115,10.03036118,194468704.0,RELIANCE.NS,0.22586469246663743
4/17/1996,16.28058815,16.69117355,16.12706566,16.51622772,10.45761776,205004220.0,RELIANCE.NS,4.259633051419187
4/18/1996,17.03035164,17.51234245,16.89825058,17.42308617,11.03181648,343119889.0,RELIANCE.NS,5.49072200933074
4/19/1996,17.5658989,17.8872242,17.39095306,17.53376579,11.10189438,328964234.0,RELIANCE.NS,0.6352344614057648
